Reviews,Labels
"Typical 90's comedy, situational comedy similar to our modern day ""My Family"". Thatcher being the height of most political jokes, Bill (Belinda Lang) blames Thatcher for anything she can. ""Bloody Thatcher"" possibly shared with most of us. David the typical teenager, cutting up brains with bread knives, Jenny, the moody older teenage child, only interested in boys and more boys. Bill and Ben working as much as they can to keep their family afloat struggling within the economical climate of the early 90's. Granted the first two series were not as successful as the latter however, series 3 onwards is where it all kicks off with more laughs that i care to count. overall this show didn't get the best viewing times and they ought to have held on a bit longer. clearly they couldn't have carried on after Gary Olsen died but i think they should get rid of ""catherine Tate"" ""the office"" ""little Britain"" and bring back the classics!",1
"I used to LOVE this movie as a kid but, seeing it again 20+ years later, it actually sucks. Up The Academy might have been ahead of it's time back in 1980, but it has almost nothing to offer today! Movies like Caddyshack and Stripes hold-up much better today than this steaming dogpile. No T&A. No great jokes except for the one-liners we've all heard a million times by now.<br /><br />I recently bought the DVD in hopes that it would be the gem I remembered it being. Well, I was WAY off! The soundtrack had only 2-3 widely-recognizable hits (not the smash compilation others had mentioned) and the frequent voice-overs were terrible. The only thing that was interesting, to me, was predicting what the character's lines were before they said them. Yep, I watched this movie that much back then! <br /><br />The only reason I am writing this review is to give my two cents on why this movie should be forgotten, sorry to say. :(",0
"Hardly the stuff dreams are made of is this pursuit of the brass ring by a naive hustler (JON VOIGT) and his lame con-man sidekick (DUSTIN Hoffman), soon to forge a friendship based on basic survival skills.<br /><br />A daring film for its time, and a foremost example of the kind of gritty landscape being explored in the more graphic films of the '60s. Symbolic of the ""end of innocence"" in American films, since it was the only X-rated film to win a Best Picture Oscar.<br /><br />JON VOIGT is the male hustler who comes to the big city expecting to find women an easy way to make money when they fight over his body, but soon finds the city is a cold place with no welcome mat for his ilk. Befriended by a lame con-man (DUSTIN Hoffman), he goes through a series of serio-comic adventures that leave him disillusioned and bitter, ready to leave the confines of a cold water flat for the sunshine promised in Florida, a land his friend ""Ratzo"" dreams of living in.<br /><br />But even in this final quest, the two are losers. John Schlesinger has directed with finesse from a brilliant script by Waldo Salt, and John Barry's haunting ""Midnight Cowboy"" theme adds to the poignant moments of search and desperation.<br /><br />Summing up: A true American classic honestly facing a tough subject and daring to show the underbelly of certain aspects of city life.",1
"Yes it may be goofy and may not seem as funny as many high budget comedies out there, but this movie is truly hilarious if you really watch it. Tim Meadows has always struck me as being funny off of the Saturday Night Live show. Whenever he would do this character on the show I would crack up laughing. So after I saw this was going to be playing on Comedy Central one night I decided to check it out. All in all I was farily impressed with this movie, because it wasn't meant to win any Oscars or become comedy of the year, but it did entertain the Saturday Night Live fans that love the Ladies Man character. This movie is also packed with some highly quotable lines that can be recited for years to come.",1
"""Laugh, Clown Laugh"" released in 1928, stars the legendary Lon Chaney as a circus clown named Tito. Tito has raised a foundling (a young and beautiful Loretta Young) to adulthood and names her Simonetta. Tito has raised the girl in the circus life, and she has become an accomplished ballerina. While Chaney gives his usual great performance, I could not get past the fact that Tito, now well into middle age, has the hots for the young Simonetta. Although he is not her biological father, he has raised her like a daughter. That kind of ""ick"" factor permeates throughout the film. Tito competes for Simonetta's affections with a young and handsome 'Count' Luigi (Nils Asther). Simonetta clearly falls for the young man, but feels guilt about abandoning Tito (out of loyalty, not romantic love). The whole premise of the film is ridiculous, and I find it amazing that no one in the film tells Tito what a stupid old fool he is being (until he reveals it himself at the end). The film is noteworthy only because of Loretta Young, who would go on to have a great career. While I adore Chaney's brilliance as an actor, this whole film seems off to me and just downright creepy.",0
"Freebird is the perfect marriage of road trip comedy, gang caper, ""stoner"" film and feel-good British movie.<br /><br />It is the brilliant lead characters that set this movie apart from other films in this genre. Stars Phil Daniels, Gary Stretch and Geoff Bell have a great chemistry and make their characters hugely likable and realistic. The main story centres around their road trip from London to Wales, and the adventures and mishaps that occur along the way. This small film also has a great heart - it is not just for bike fans, as it bases around the character's relationships with each other including dreams and regrets, such as Gary Stretch's Fred longing for the family he left behind. The cinematography is also great - a love letter to the Welsh countryside as well as capturing the grittiness of London streets and typical pub life in the Welsh country towns.<br /><br />Stylish, slick, fantastic soundtrack, likable characters and funny storyline - I would recommend Freebird in a heartbeat!",1
"very badly made film, the action/violence scenes are ridiculous.<br /><br />1 point for the presence of Burton and Mastroianni + 1 point for the real tragic event of the massacre of the innocent italians: 2/10.",0
"I admired Rob Marshall for Chicago, but Memoirs of Geisha turns out to be yet another failure of combing western and Asian arts. Overall, the scene is beautiful, but after restless emphasis on exoticism-oriented scenes some might just find himself fed up with them. The excessive cherry blossom was, frankly, overdone. It's probably the cultural difference of perception here: the ultimate beauty is not the showy type, as truly beautiful geisha would not be the over westernised pumpkin in the movie. <br /><br />Some other comments have rightly mentioned the biggest flaws. As a Taiwanese, I have no doubt the actress are great. An actor/actress can play any kind of role when he/she can look like it. Gong Li is great, but the power of emotions that she showed in this movie had not been translated into Japanese style. All I saw was a bittersweet and jealous Chinese WOMAN. Michlle Yeoh, one of my favourtie actress, did not even LOOK LIKE a Japanese. Some comment has mentioned the peculiar delicate, feminine characteristics of Japanese women, with which I can't agree more. These are so delicate that I assume not even all modern Japanese actresses are eligible for the roles in Geisha, let alone the two Chinese and one Malaysian actress who grew up in different cultures and probably did not know Japanese culture that much.<br /><br />Geisha is a good shot for arousing the curiosity of American audiences. But it would be an insult for the movie itself and for art alike if the movie wins the Oscar for best costume, best director or best picture.",0
"May contain spoilers.<br /><br />I say that, but anyone savvy enough to be reading this can probably figure out every plot turn right from the start.<br /><br />This is not a movie that I liked. I didn't hate it in the way of some movies that insult your intelligence, but it all felt too predictable on its trudge to the requisite happy ending. There were funny bits along the way to be sure, but few were original. At least it didn't go for the gutter.<br /><br />Christina Applegate looks fresh, and Ben Affleck works hard. Their scenes together are actually the only redeeming feature. Everyone else is a cardboard cutout, including, surprisingly, James Gandolfini, who must have made this as a favor to someone.<br /><br />All in all, it's a harmless, but not inspiring, 90 minutes.",0
"Of those comments here before mine, I mostly agree with Edyarb's. The story and the script apparently had potential to be funny, but though managing at some points, in other places it failed. You could see them wanting to make a joke, but no one in the audience laughed. (Also agree with Edyarb's view on the end credits: leave it normal or make it cool, but not what they've done now.) <br /><br />OK, that gives a more negative feeling than what I actually had watching the movie. I enjoyed it; it was pleasant entertainment for a night and definitely didn't feel like a waste of money to get the ticket. The best jokes are the ones that go a little bit outside of the expected and are fairly mature, like Luke Wilson's character Matt asking the super chick ""P*nis or bed?"" when she told him she'd ""get him a new one"" after a wild night in bed, ending up breaking the bed and leaving Matt sore.<br /><br />I cannot, however, agree with bgs1614,who says that the film could earn an 'R' rating - there was absolutely nothing in the film to justify that. Some sexual acts yes, but nothing explicit, only humorous, and no nudity whatsoever. (Maybe he was at a prescreening that showed more...?) I'd like to compare this to two recent films I went to see with no expectations whatsoever: Superman Returns and Click. I didn't really expect anything from either one - I was a big fan of the original Superman films and the trailer for Click only showed it as a potentially chauvinistic (which I wouldn't oppose) film. Superman surprised me with actually having me feel good(goosebumps!) about seeing his first heroic deed, like seeing a long lost friend and feeling happy about it. But for the rest of the story I'd rather watch My Super Ex-girlfriend, at least it offers some surprises. Click again was a TOTAL surprise, much better and deeper than the trailer and about five minutes away from being a really excellent movie. The jokes also work much better than in Ex-girlfriend, both the naughty ones and the more advanced ones.<br /><br />Anyway, the only reason I compared these three films is that they are the three last ones I've seen, within a very short period, and also because I went to all of these with basically no expectations at all. I'd rank them Click, Girlfriend, Superman.",1
"Maddy (Debbie Rochon) is a mentally unstable young woman with a troubled past who gets more than she bargained for when she goes to a pool party with a handsome coworker. When her date and his friends jokingly say they belong to a `Murder Club,' Maddy takes it seriously and moves straight up to `Level 3' by bashing in the brains of a woman in a parking garage (for denting her car!). But is Maddy also the one donning a plastic mask and killing off other members of the group or has someone else lost it?<br /><br />The plot of this film (originally titled MAKE 'EM BLEED) is very poorly conceived, full of holes and spirals completely out of control before a ludicrous, out-of-left-field twist ending. Some of the dialogue is downright laughable. I didn't have a problem with Rochon's performance, but the supporting cast was atrocious. However, I managed to sit through this Full Moon release thoroughly entertained. There's plenty of skin and blood and it's the perfect type of flick to sit around with a group of your buddies and pick apart. Horror fans may also enjoy the cameos from Brinke Stevens and Lloyd Kaufman (as Debbie's parents) and Julie Strain (an early victim).<br /><br />Score: 4 out of 10",0
"This gem for gore lovers is extremely underrated. It's pure delight and fun! Gratuitous servings of blood, insanity and black humor, which can please even the most demanding lover of the genre. A full exploitation of the almost universal fear of dentists and flawlessly shot. Only for the connoisseurs.",1
"This film is a pure failure. I am a Steve Martin fan, but even he can't save the tired idea and swiss cheese script. Think ""Police Academy 7"" and apply it to a military parody. Yuck.<br /><br />I DO NOT feel the other user comments reflected the poor rating this film received (and rightfully deserved!). It is extremely misleading. I have often seen this film marked down to $3.00 in the grocery store and now I certainly know why.<br /><br />If only I could get my 90 minutes back...",0
"I saw the The Bourne Ultimatum last summer with a friend, and, wow! I had already seen the first two films and I liked them, but Ultimatum, I loved.<br /><br />Matt Damon plays Jason Bourne, a amnesia suffering CIA agent on the run, trying to discover who he is.<br /><br />Like I already said, I loved this movie from start to finish, no plot holes, slow scenes, everything was paced just right and it fit in well with the other films, but in all senses it was much better.<br /><br />Best stunts, car chases, actors, and effects I've seen in an action movie all summer, (surprisingly due to Spider-Man 3, Pirates, etc.) But I it wasn't just action in this film, Jason doesn't just kill and run. He has a soul and the audience feels for him, so drama is included. But that doesn't slow it down.<br /><br />Of all the ""threequels"" that came out last summer, this was the best.",1
"After Racism, Rural exodus -also known as migration from the country side- is another socio-political issue of the 1960s. WestSide Story had dealt with Racism by a love feast in an artistic view. Now, Midnight Cowboy deals with rural exodus by a friendship tragedy in a psychological view. It has a deeply grievous ending that we witness one of the two companions of fate passing away.<br /><br />Director John Schlesinger skillfully deliver us the deepest secret thoughts, dreams, fantasies, fears and evaluations of two New York City scums. While the handsome Joe Buck(Voight) dreams of all the beautiful women of the world begging him to share a wild love fantasy, the poor Ratso Rizzo(Hoffman) dreams of a better and healthier life in clean and sunny Florida. Accordingly, Joe becomes a hustler to turn his fantasies into reality; and Ratso becomes a snatcher to collect enough money to migrate into Florida. Besides Ratso helps Joe to find his way to do whatever he can. They begin sharing everything in life. They share food, they share medicine, they share an uninhabited home, they share their earnings and thus they share a destiny. Regrettably as the story progresses, Joe realizes that being handsome is not the only thing to make all the beautiful women begging him to have fun; and moreover Ratso cannot see Florida since his heart fails defeated to his disease whilst he was on the bus taking him there.<br /><br />The Might is always right, and the Feeble has no right in the daylight. Thence, ""Midnight"" gives the factual sight.<br /><br />Despite the tragedy, there is no melodrama in Midnight Cowboy. Every aspect of each character is the reality of the poor who bear their inevitable fate. Thanks to this, Midnight Cowboy is a provocative view of a socio-political issue, the rural exodus.",1
"One previous reviewer called this film ""pure visual joy"" I am wondering if s/he saw the same film that I did. ""High Art"" had to have the most relentlessly depressing interiors since ""Seven"". One can almost forgive Sheedy and Mitchell for the cliché of going to a B&B for their First Time. Of course, before they do that, one has to watch opium-den parties inhabited by people who are not apparently gainfully employed but can somehow support a flourishing drug habit. Not to mention the icy stares from those familiar movie types, the Girlfriend/Boyfriend At Start, who are well aware they're going to be thrown over sometime in the next 100 minutes or so. The movie also states that the Sheedy character has retired from professional photography for ten years now. What did she do, retire at age twenty?",0
"I had never heard of this one before it turned up on Cable TV. It's very typical of late 50s sci-fi: sober, depressing and not a little paranoid! Despite the equally typical inclusion of a romantic couple, the film is pretty much put across in a documentary style - which is perhaps a cheap way of leaving a lot of the exposition to narration and an excuse to insert as much stock footage as is humanly possibly for what is unmistakably an extremely low-budget venture! While not uninteresting in itself (the-apocalypse-via-renegade-missile angle later utilized, with far greater aplomb, for both DR. STRANGELOVE [1964] and FAIL-SAFE [1964]) and mercifully short, the film's single-minded approach to its subject matter results in a good deal of unintentional laughter - particularly in the scenes involving an imminent childbirth and a gang of clueless juvenile delinquents!",0
"Cash (Now played by Khrystyne Haje in for Angelina Jolie) has wandered to a post apocalypse wasteland (after her protector has died from old age, said protector was played by Elias Koteas, an actual decent actor) and now she finds that people wander through the rubble looking for cyborgs to trade for scrap metal and cash. She leads a group of burned out cyborgs (That includes William Katt, Evan Lurie and a human scientist played by Zach Galligan) against bounty hunter Richard Lynch. Malcolm McDowell has two minutes of screen time as Lynch's employer. Cyborg 3 does manage to be better than the other two entries but it still is a largely dull feature. The problem this time is that the ideas with potential are never used well, the action sequences are routine and the name cast such as McDowell, Katt and Galligan are given little to do. Haje is indeed a whiny heroine and Lynch is too over the top(as usual) and the film lacks the inspiration or ambition to be as fun-bad as it's hilarious predecessor. (The one with Van Damme, the second one is just dull.) Also disappointing is the science fiction angle which almost aggressively resists any good idea it has. As an action flick this is routine and by the numbers B-movie stuff and it is competently made, that's the only thing positive I can say about it.<br /><br />*1/2 out of 4-(Poor)",0
"The film is bad. There is no other way to say it. The story is weak and outdated, especially for this country. I don't think most people know what a ""walker"" is or will really care. I felt as if I was watching a movie from the 70's. The subject was just not believable for the year 2007, even being set in DC. I think this rang true for everyone else who watched it too as the applause were low and quick at the end. Most didn't stay for the Q&A either.<br /><br />I don't think Schrader really thought the film out ahead of time. Many of the scenes seemed to be cut short as if they were never finished or he just didn't know how to finish them. He jumped from one scene to the next and you had to try and figure out or guess what was going on. I really didn't get Woody's (Carter) private life or boyfriend either. What were all the ""artistic"" male bondage and torture pictures (from Iraq prisons) about? What was he thinking? I think it was his very poor attempt at trying to create this dark private subculture life for Woody's character (Car). It didn't work. It didn't even seem to make sense really.<br /><br />The only good thing about this film was Woody Harrelson. He played his character (Car) flawlessly. You really did get a great sense of what a ""walker"" may have been like (say twenty years ago). He was great and most likely will never get recognized for it. <br /><br />As for Lauren, Lily and Kristin... Boring.<br /><br />Don't see it! It is painful! Unless you are a true Harrelson fan.",0
"The 60's is a great movie(I saw it completely in one night) about the hippy movement in the late 60's. Although the title would suggest otherwise the first 5 years of the 60's are not really important in this film.<br /><br />The main character of the movie is Michael,a political activist who goes on the road in the US against the Vietnam-war. There he meets his girlfriend,Sarah.Michael's brother,Brian,goes to Vietnam to fight(what a surprise!).He comes back from the war and changes in a ""Tom Cruise Born on the fourth of July"" look a like and then into a Hippy.His dad is a pro-vietnam war type of guy(what a surprise!!).Michael's sister Kate gets pregnant from a Rock & Roll artist and runs away from home and goes to San Francisco during the summer of love. The ending is very poor(father becomes a liberal and everybody is happy),but I let this slip away from my vote(the rest of the movie is very good!). <br /><br />The performances by the actors are pretty good and the soundtrack of the movie is absolutely brilliant. All the main events of the sixties are in the movie,like the murders on JFK and Martin Luther King aswell as the big hippy protests,the summer of love and Woodstock! Look closely for Wavy""Woodstock Speaker""Gravy(What we have in mind is breakfast in bed for 400.000!) as a first aid employee at the Woodstock festival!<br /><br />In the end,the 60's is a beautiful movie about a beautiful decade! 10/10",1
"Was this meant to be a comedy or a serious drama? This film starts with a light-hearted banter between three women. Fine. It moves into a conflict between the women when one of them meets a man. Fine. There are a few antics between them. Fine. But when the plot thickens and finally becomes black I started to wonder whether I had misinterpreted the first part of the movie. It continues in this vein for a while until, in the end, it tries to go back to the original light-hearted banter. But by now it's too late. It's hard to see why these women would still be talking to one another and the finale is unconvincing. Truly a lesson (for British filmmakers anyway) of how not to make films. Difficult to see how the producers ever convinced themselves this film would work. And the box office proved it to be a real flop, because I'd never heard of this film until this weekend (four years after its release).",0
At first i thought that it was just about Eddie Murphy talking to some stupid animals. I was right. Some people called this movie Eddie Murphy's comeback! Who are these people? Jesus if this is the best he can come up with he can just stay away. What was the story again? I was so annoyed by all the lame jokes i forgot. I should have walked out on this one.,0
"For some strange reason the film world is driven by fashion . Someone makes a film about a killer shark then all of a sudden the film world`s oceans are awash with giant Squids , killer octopusses and sea monsters of every ilk . A man is stalked by an erstwhile lover from hell then every film character is stalked by a cop from hell or a flatmate from hell or a babysitter from hell . Then when a major Hollywood company produces a big budget FX laden blockbuster about tornados then other film producers jump upon the bandwagon , the fact that they don`t have the budget to pull it off doesn`t stop them. NIGHT OF THE TWISTERS is a case in point . What struck me about this made for television film is the fact that it tries to hide its lack of budget by cutting to the ad breaks . Everytime a tornado appears the camara locks onto the horrified expression of the actors as they scream things like "" Oh my gawd it`s heading this way "" and "" Run for your lives "" then the screen fades to black saving the producers the need to up the special effects budget . Unfortunately NIGHT OF THE TWISTERS budget should have been upped to include better actors . The cast are by no means bad but they are unimpressive and lack the skill to carry a film which is character driven . Where`s Josh Hartnett and Elijah Wood when you need them ?<br /><br />And the last word on this being a TWISTER clone ..... Yes NOTT was released a couple of months before TWISTER but TWISTER had been hyped for several months as being the Summer blockbuster of 1996 and NOTT has a rushed feeling to it which leads me to believe that it was made and released to tie in with the hype surrounding TWISTER",0
"I never was an avid viewer of ""Crocodile Hunter"", but did occasionally see an episode, or a bit of an episode, and when the news spread about Steve Irwin's death from a stingray attack in 2006, it certainly caught my attention. This movie, with Steve and his wife, Terri, playing themselves, but in a fictional story, was released in 2002, but I didn't hear of it until several years later, and even after that, it took me a while to get around to seeing it. Well, now I have seen it, and after looking here first (more than once), and seeing its rating, I was not surprised at how unimpressive it turned out to be, though it could have been a BIT better. Apparently, it's supposed to be a comedy, so a major problem with it is that it isn't very funny at all.<br /><br />A U.S. satellite beacon falls down from space and lands in Australia, where it is swallowed by a crocodile! While Steve and Terri Irwin are on a mission to capture this crocodile from a place where it terrorizes the cattle on a ranch owned by the crazy Brozzie Drewitt, and are unaware of what's inside it, two CIA agents are sent to Australia to retrieve the beacon! The agents are assisted by Jo Buckley, and the ranch owner and her dogs might make the mission more difficult for them! On Steve and Terri's mission, they face other types of dangerous wildlife, not just the crocodile, and since they have no clue that the croc has anything unusual inside it, when Steve sees the CIA agents after them, he mistakes them for poachers! <br /><br />Not only did I not laugh once while watching this film, the only part that really made me smile was Steve Irwin using a big snake to scare off one of the CIA agents. Apart from that, I don't think I found anything even mildly amusing. It's also a bit of an incoherent mess, switching back and forth from the Australian Outback to the CIA headquarters, and it seems like clips from ""Crocodile Hunter"" and clips from an action thriller (or something like that) put together for some reason. Also added to that mix are the ranch scenes, which also seem to be from somewhere else, and as funny as Brozzie Drewitt, played by Magda Szubanski, is supposed to be, she's not. At one point, we see her farting, so we have a fart joke, a MAJOR cliché in modern comedy! Are they SO hard to resist?! I also found the typical ""Crocodile Hunter"" scenes, with Steve wrestling crocodiles and holding other dangerous creatures and talking about them to viewers, to be tedious, but I guess the fact that I was never a devout fan of the show didn't help.<br /><br />Steve Irwin was admired by many as a conservationist, and is sadly missed by them, while there are also those who say he messed with nature and had it coming to him. No matter which side you're on, ""The Crocodile Hunter: Collision Course"" is not a well crafted movie. I'm sure it does help if you're a big Steve Irwin fan, but even if you are, there's no guarantee that you would like this movie, as some fans clearly haven't been impressed. In fact, it seems that some of them have found this movie to be worse than I have, so maybe it WON'T help. Like I said, there's no guarantee. I would say whatever you may think of Steve Irwin and his show, this movie was unnecessary. The attempt to combine what is usually seen in ""Crocodile Hunter"" with a fictional story unfortunately failed, and a viewer may find that this film seems longer than ninety minutes!",0
"I'd love to give Kolchak a higher rating but the show quickly went from scary/suspenseful to silly. ABC's fault. They moved the show to Friday nights at 8:00 p.m., then known as the ""family hour"". Never should have been on Fridays in the first place. I was a sophomore in high school and loved the early episodes! It was first up against Police Woman on NBC. ABC had huge problems with Friday nights. Bad season for them overall until Barney Miller, Baretta, and SWAT debuted in January of '75. Kolchak should have been a hit. Darren McGavin begged to get out of his contract to end the show. Too bad the writing wasn't up to Richard Matheson's in the original TV movies. Still, McGavin made Kolchak his own, as actors can do. Jackie Gleason as Ralph Kramden and Caroll O'Connor as Archie Bunker come to mind. That INS set with the manual typewriters and clacking teletypes seems quaint and ancient today, yet that was part of the appeal. They were very lucky to have Simon Oakland reprise ""Vincenzo"" from the TV films.",1
"Linking story: another first-time viewing for me and, again, this is one of the most popular of the Amicus anthologies - and it's easy to see why, though I realize how the film's rather meaningless title could be misleading for some; I certainly fancied director Peter Duffell's choice - DEATH AND THE MAIDEN (which, incidentally, is a classical piece by Schubert that is heard in the film during the Peter Cushing episode) - a great deal more. Though the linking device itself is not all that great, the episodes are all equally compelling and enjoyable. Production values come off as very respectable indeed for the budget Duffell had to work with. The latter infuses the film with a great deal of style which is not so common with this type of film and, frankly, it makes one regret the fact that he wished to distance himself from the genre (though more so as not to be typecast rather than because he felt it was beneath him).<br /><br />Now to the individual stories themselves: <br /><br />""Method For Murder"": the opening segment does not offer any real surprises but, to make up for this, it's quietly suspenseful and appropriately creepy at times (Tom Adams' 'fictitious' villain looking like the long-lost brother of Boris Karloff from THE OLD DARK HOUSE [1932]); also, it ends with a satisfactory DIABOLIQUE-type twist, and features a fairly intense role for Denholm Elliott in the lead. That's all we need out of it, really.<br /><br />""Waxworks"": for the second story we are introduced to a curiously romantic mood which is quite unusual for this type of film; Peter Cushing and Joss Ackland are both excellent (as well as impeccably dressed) in their roles of two jilted lovers of a woman who continues to obsess them even after such a long time, and whose friendly rivalry can only lead them blindly and inexorably to a fate that is literally worse than death; an ominous hallucination scene with Peter Cushing is quite well done in view of the limited resources at hand, and Ackland's inexplicable inability - or unwillingness - to leave town somewhat recalls the house-trapped aristocrats of Bunuel's THE EXTERMINATING ANGEL (1962).<br /><br />""Sweets To The Sweet"": this is perhaps the finest episode of all - with his ambiguous role here, Christopher Lee continues to demonstrate his versatility and he is matched by an understanding Nyree Dawn Porter and the deceptive innocence of Chloe Franks (who appears as Lee's daughter). The film's treatment of the occult here is both subtle and mature, culminating in a powerful and extremely chilling 'curtain'. Trivia Note: Chloe Franks appears as a grown-up in the featurette included on the disc, and when I saw her I felt an immediate familiarity with her face but couldn't quite put my finger on it. Later, on reading her filmography, it was revealed to me that she had played one of the leads in the long-running stage adaptation of Agatha Christie's ""The Mousetrap"" in London's West End, which my brother and I were fortunate enough to catch while we there on holiday in the Summer of 2002! Needless to say, we had no idea then that she had once created such a delicate - and delicious - portrayal in sheer evil, mainly by virtue of her peculiar look and a devilish smile!! <br /><br />""The Cloak"": a wacky but oddly reverent vampire tale (that still manages to debunk many of the myths attached to the subgenre, while inventing some new ones!) which takes in some wonderful digs at exploitation cinema and, at one point, Christopher Lee himself!; Jon Pertwee is marvelous as the campy horror star who gets more than he bargained for when he attempts to bring a measure of authenticity to his work; Ingrid Pitt sends up her image nicely though her role is somewhat subsidiary to the proceedings; Geoffrey Bayldon (made up to look like Ernest Thesiger) also has a memorably quirky bit; the 'silent-cinema' style of the ending was a pretty audacious one to pull on an audience, I suppose - and, while some of the humor comes off as heavy-handed a' la THE FEARLESS VAMPIRE KILLERS (1967) or THEATRE OF BLOOD (1973), it's also rather infectious and certainly ends the film on a high (and highly unusual) note! <br /><br />Video and audio quality are relatively satisfactory, considering I had no other version to compare it with; the main culprit is some noticeable print damage but this is never so nasty as to affect one's enjoyment of the film. As for the extras, beginning with the Audio Commentary: frankly, this is one of the finest chats about a genre film that I can remember listening to; Jonathan Rigby gets to butt in with his opinion more than is usual for a moderator but his effort certainly allows director Peter Duffell to touch on every aspect of the production (whereas with some other films, you're left rather expecting there to be more!) and, as such, it's an extremely pleasant track that complements the main feature very nicely indeed. The featurette ""A-Rated Horror Film"" is a worthwhile effort with Peter Duffell again at center-stage but this time backed up with valid, if all-too-brief, contributions from producer Max J. Rosenberg and stars Chloe Franks, Ingrid Pitt and Geoffrey Bayldon. We also get film notes, reviews, bios and a poster/stills gallery which, again, are wonderfully assembled (with the contemporary reviews being something of a novelty - and a welcome one at that).",1
"This is the 2nd time I've seen this movie in about 12 years. These remarks come from someone who finds Kane and Ambersons to be amazing, worthy films. But the remainder of Welles career is, unfortunately, squandered on material unworthy of his talent and too flimsy to withstand his filmic embroidering. And when he makes a potboiler like Shanghai, the lack of anything substantial to hang his filmic tricks on, is just kind of sad. I couldn't tell you what he was exploring here. It's all as mannered as Welle's godawful Irish brogue; which takes a lot of effort, but adds absolutely zero to the film. Several Welles projects became this overdeveloped and baroque. Mr Arkadin (pick a version, any version) is a similarly belabored project. The material is inconsequential. It just can't bear the weight of all this noodling. For a director trafficking in reality-based drama (as here), he never feels any pull to tie his bundle of conceits back to reality; or to a coherent story. The murder-for-hire scheme is ridiculous. <br /><br />Kudos to Welles though, for having Hayworth cut her hair, and getting that performance out of her. The camera loves her. She's the classiest, most upscale, sultry and ravishing femme fatale ever put on film. But her treachery comes so late in the film it feels like some desperate decision, made so the movie will have some genre it fits into. The movie can't be saved by a noir convention deployed in the last 60 seconds.<br /><br />When all is said and done in L.F.S., the convolutions are all for what?; to convince you you've seen something thoughtful? to give Welles more to do? to make you roll your eyes? Welles has no sensitivity to the scale of a story, or to telling a story directly. One wonders what Shanghai has to say to anyone who isn't a crippled billionaire, arranging a quadruple-cross murder-for-hire scheme, or a fanboy in love with filmic conceits devoid of meaning or substance. <br /><br />Overwrought, preposterous, unengaging.",0
"Is this your typical women in chains navy transport love story? Maybe, hell, you know how the formula works by now, pretty woman is introduced in to a picture, someone has to fall in love with her.<br /><br />I think this film does follow some typical story lines, but that doesn't say anything about the content. There are great scenes with Crispen Glover, Dennis Hopper, and Gary Busey, although short. Some things didn't make sense, such as the need to get in to random fights, but it is entertaining to watch, the fights were actually well done.<br /><br />This is definitely a comedy foremost, but it does have a lot of good feel to it. The humor is well balanced, you won't hurt your stomach on this, but you will keep a smile.<br /><br />There is a little bit of steamy action, so not one for the kids.",1
"honestly, if anyone has a brain, there's not 1 positive thing<br /><br />to say about this movie what so ever. <br /><br />I lost my $1 renting this. I'd rather laugh at Will Smith saying ""If you got a dream, you got to protect it"". <br /><br />all the actors must've been bored or had no fame at the time. even Matthew Mc Conahay *however you spell it* was better then all the actors in this movie, when he played a psycho in Texas Chainsaw 4. If you see this movie, and have anything good to say, you IQ, must be extremely low, with such bad taste in movies, it hurts. Thank YOU...and the TRUTH, has been spoken!<br /><br />Save yourself from the misery. <br /><br />Get Devil's Rejects, now that's a classic.",0
"Before I'd seen this, I had seen some pretty bad Christmas films. But once I saw this, ""Jingle All the Way"" looked better than ""The Godfather"". ""Santa Claus"" is a jolly film about Santa helping out some kids, but it almost feels demonic watching it. Santa's jolly ho-ho-ho is replaces by an evil, devilish laugh that I'm sure has turned many kids off of Christmas. The plot of this massacre is very strange, which fits along with all of the performances and dialog. Santa lives high above Earth in the North Pole where he, and kids from all around the world get ready for Christmas. But Santa has an enemy named Pitch, or Satan. Pitch tries to ruin Santa's Christmas by making three boys naughty, and by creating diversions, like moving the chimney and making the doorknob hot. When Pitch causes Santa to be attacked by a dog, it's up to Santa's helper Pedro and Merlin the wizard to get Santa out of this pickle. <br /><br />Everything about this film, along with being downright bad, is so bizarre. Satan dances a lot and he actually seems much more merry than Santa. Santa talks about delivering presents to all the boys and girls, yet he seems to only deliver to 5 houses of kids in Mexico. The reindeer are wind up toys, and when the reindeer laughs, I'm amazed it doesn't bring tears to kid's eyes...it's frightening. Everything is terrible. The first 10 minutes are simply Santa playing the organ while kids sing to it. Probably one of the strangest scenes is Santa shooting Pitch in the butt with a mini-cannon and uproariously laughing about it while Pitch dances around in pain. I think parents are better off telling their little kids about where babies come from, than showing them this. The only positive is it will have you laughing hysterically if you can appreciate bad cinema.<br /><br />My rating: BOMB/****. 85 mins.",0
'Cry Freedom' is a movie about how far people will go to find the truth.<br /><br />The first half is an interesting portrayal of an unlikely friendship between activist Steve Biko and Editor Don Woods (played fanatically by Dezel Washington and Kevin Klein). While the second half deals with Woods looking for answers on Biko's death.<br /><br />Although most people favor the first half of the movie which focuses on the unlikely friendship between Biko and Woods'. I found the second half about Don woods struggle to have Biko's story be heard around the world much more interesting.,1
"There's something about every ""Hammer"" movie I see that really takes me into a new fantasy world. In the world of ""Hammer"" movies, anything can happen. ""Guardian of the Abyss"" is one of those types of movies. It adventures deep into the occult and hypnosis to bring a different type of horror fantasy. All in all, an unforgettable movie. 7.5/10.",1
